date,customer_id,location,business_sector,age,income,credit_score,savings_ratio,loan_amount,debt_to_income,credit_utilization,payment_punctuality,customer_feedback,default_history,sentiment,risk_category,customer_segment,feedback_topic
2025-02-10,CUST-2025805,"Montana, US",Retail,32,34462.01,614,0.013,13744.29,0.183,0.83,84.91,Excellent rates,1,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-05-27,CUST-2025806,"Colorado, US",Technology,30,60530.19,698,0.124,10011.02,0.053,0.14,88.45,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-06-10,CUST-2025807,"Delaware, US",Finance,38,101073.15,713,0.257,28107.77,0.109,0.69,93.14,Standard banking,0,Neutral,Medium Risk,Conservative Saver,General Service
2025-05-15,CUST-2025808,"New Jersey, US",Retail,22,50823.03,669,0.048,3465.44,0.104,0.49,87.87,Excellent rates,0,Positive,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-09-03,CUST-2025809,"South Dakota, US",Education,28,34812.93,688,0.167,14723.99,0.044,0.14,83.6,Process was slow,0,Negative,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-11-09,CUST-2025810,"New Jersey, US",Real Estate,54,150637.87,680,0.014,23611.47,0.064,0.79,82.86,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-01-22,CUST-2025811,"Indiana, US",Education,53,60632.81,669,0.072,3102.53,0.105,0.39,83.05,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-10-20,CUST-2025812,"Pennsylvania, US",Technology,51,108287.01,754,0.099,82426.69,0.098,0.85,81.34,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-12-26,CUST-2025813,"Michigan, US",Education,39,91941.4,734,0.16,1661.66,0.112,0.3,92.7,Quick approval,0,Positive,Low Risk,Mass Market,Digital/Operations
2025-06-11,CUST-2025814,"Colorado, US",Education,32,31181.89,772,0.203,44266.78,0.087,0.41,86.15,High fees,0,Negative,Low Risk,Conservative Saver,Financial/Pricing
2025-09-18,CUST-2025815,"New Jersey, US",Retail,51,46403.26,624,0.118,133737.82,0.101,0.77,79.8,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-09-19,CUST-2025816,"Vermont, US",Services,28,43388.12,796,0.128,19435.0,0.071,0.7,92.94,Process was slow,0,Negative,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-01-11,CUST-2025817,"Arizona, US",Real Estate,44,74767.95,651,0.163,22744.13,0.156,0.29,83.01,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-02-26,CUST-2025818,"Louisiana, US",Manufacturing,30,137858.12,632,0.032,108593.99,0.1,0.75,91.05,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-07-14,CUST-2025819,"Wisconsin, US",Technology,43,108444.72,718,0.115,26298.89,0.228,0.51,81.96,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-05-25,CUST-2025820,"North Carolina, US",Finance,20,227442.5,626,0.196,40556.16,0.251,0.61,92.54,Standard banking,0,Neutral,Medium Risk,Elite/HNW,General Service
2025-01-23,CUST-2025821,"Hawaii, US",Retail,55,25303.96,758,0.078,13876.32,0.026,0.73,80.7,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-03-20,CUST-2025822,"North Dakota, US",Manufacturing,43,57003.45,745,0.109,16044.78,0.107,0.53,80.0,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-04-19,CUST-2025823,"Missouri, US",Finance,66,98027.56,618,0.154,44575.71,0.228,0.12,92.64,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-12-13,CUST-2025824,"Maine, US",Finance,49,96522.22,704,0.149,59780.82,0.043,0.6,82.16,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-06-06,CUST-2025825,"Illinois, US",Education,27,25000.0,618,0.183,19491.14,0.134,0.43,91.86,Quick approval,0,Positive,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-01-22,CUST-2025826,"Rhode Island, US",Services,18,92325.98,571,0.048,28330.23,0.228,0.38,90.08,High fees,0,Negative,High Risk,Emerging Gen-Z,Financial/Pricing
2025-03-11,CUST-2025827,"Virginia, US",Services,36,46013.89,626,0.145,7665.95,0.147,0.79,88.6,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-08-21,CUST-2025828,"West Virginia, US",Retail,44,36685.71,648,0.01,30865.6,0.171,0.16,88.59,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-09-21,CUST-2025829,"Tennessee, US",Education,38,31579.87,674,0.218,4453.27,0.15,0.55,85.94,High fees,0,Negative,Medium Risk,Conservative Saver,Financial/Pricing
2025-10-04,CUST-2025830,"Hawaii, US",Healthcare,53,158463.91,738,0.2,37460.25,0.085,0.34,93.97,Excellent rates,0,Positive,Low Risk,Mass Market,Financial/Pricing
2025-11-06,CUST-2025831,"Alabama, US",Healthcare,42,94884.86,605,0.199,37473.52,0.088,0.44,94.12,Process was slow,1,Negative,Medium Risk,Mass Market,Digital/Operations
2025-06-06,CUST-2025832,"North Carolina, US",Technology,20,74197.09,730,0.026,40578.13,0.083,0.79,86.49,Standard banking,0,Neutral,Medium Risk,Emerging Gen-Z,General Service
2025-09-03,CUST-2025833,"Ohio, US",Retail,31,53205.47,664,0.053,50770.7,0.065,0.99,83.0,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-09-07,CUST-2025834,"North Dakota, US",Education,45,69932.77,809,0.197,11486.93,0.089,0.45,93.82,Standard banking,0,Neutral,Low Risk,Mass Market,General Service
2025-11-24,CUST-2025835,"Tennessee, US",Finance,32,88255.42,625,0.28,134740.34,0.148,0.61,81.1,Process was slow,0,Negative,Medium Risk,Conservative Saver,Digital/Operations
2025-03-16,CUST-2025836,"Maine, US",Education,42,47537.65,818,0.147,7600.21,0.054,0.16,84.57,Standard banking,0,Neutral,Low Risk,Mass Market,General Service
2025-02-08,CUST-2025837,"West Virginia, US",Technology,45,73266.17,689,0.139,1686.95,0.074,0.2,92.19,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-12-23,CUST-2025838,"Oklahoma, US",Manufacturing,40,56147.55,747,0.109,74614.27,0.191,0.79,92.12,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-02-02,CUST-2025839,"California, US",Retail,38,47545.99,754,0.085,53633.98,0.201,0.15,79.1,Excellent rates,0,Positive,Low Risk,Mass Market,Financial/Pricing
2025-10-22,CUST-2025840,"Delaware, US",Retail,33,25693.84,636,0.026,63612.93,0.277,0.22,90.27,Quick approval,1,Positive,Medium Risk,Mass Market,Digital/Operations
2025-03-23,CUST-2025841,"Hawaii, US",Technology,44,70779.94,578,0.116,18720.8,0.114,0.73,88.06,Neutral: No feedback provided.,0,Neutral,High Risk,Mass Market,Financial/Pricing
2025-03-12,CUST-2025842,"California, US",Manufacturing,35,45891.16,674,0.127,2931.85,0.235,0.41,88.32,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-05-19,CUST-2025843,"New Hampshire, US",Manufacturing,43,54864.98,621,0.164,79138.47,0.284,0.23,80.13,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-02-22,CUST-2025844,"Vermont, US",Education,34,25000.0,542,0.083,44555.39,0.045,0.48,88.38,High fees,0,Negative,High Risk,Mass Market,Financial/Pricing
2025-08-07,CUST-2025845,"Idaho, US",Education,39,51113.18,669,0.127,31496.67,0.235,0.38,82.14,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-02-27,CUST-2025846,"Hawaii, US",Services,45,76403.79,702,0.136,44249.67,0.184,0.17,91.58,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-01-02,CUST-2025847,"Texas, US",Education,40,153793.77,650,0.152,50200.92,0.128,0.19,90.75,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-04-16,CUST-2025848,"New York, US",Services,51,34613.56,735,0.149,18068.72,0.072,0.4,92.38,High fees,0,Negative,Low Risk,Mass Market,Financial/Pricing
2025-04-21,CUST-2025849,"Vermont, US",Manufacturing,46,76397.04,661,0.065,30835.72,0.033,0.79,80.9,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-02-09,CUST-2025850,"Tennessee, US",Technology,37,139661.63,714,0.128,17827.11,0.045,0.51,88.49,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-02-13,CUST-2025851,"Georgia, US",Technology,66,43496.46,562,0.068,36091.87,0.062,0.38,82.31,High fees,0,Negative,High Risk,Mass Market,Financial/Pricing
2025-09-06,CUST-2025852,"Hawaii, US",Education,35,60986.07,781,0.129,96854.9,0.169,0.13,84.19,High fees,0,Negative,Low Risk,Mass Market,Financial/Pricing
2025-06-04,CUST-2025853,"Hawaii, US",Manufacturing,27,59932.79,704,0.131,4229.11,0.251,0.64,92.79,Process was slow,0,Negative,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-12-20,CUST-2025854,"Utah, US",Healthcare,49,71509.44,662,0.108,39854.51,0.149,0.11,90.8,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-05-22,CUST-2025855,"Missouri, US",Education,43,44917.46,570,0.125,89679.19,0.038,0.42,88.89,Quick approval,0,Positive,High Risk,Mass Market,Digital/Operations
2025-09-22,CUST-2025856,"Nebraska, US",Real Estate,38,63993.4,727,0.01,57791.18,0.376,0.26,82.04,High fees,0,Negative,Low Risk,Mass Market,Financial/Pricing
2025-10-04,CUST-2025857,"North Dakota, US",Healthcare,44,38352.48,634,0.154,95550.68,0.076,0.46,85.61,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-11-24,CUST-2025858,"Arizona, US",Retail,36,32851.81,750,0.078,9526.48,0.338,0.32,88.16,Process was slow,0,Negative,Low Risk,Mass Market,Digital/Operations
2025-06-05,CUST-2025859,"Hawaii, US",Technology,61,71416.01,604,0.143,13253.67,0.072,0.59,94.32,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-08-23,CUST-2025860,"New Hampshire, US",Healthcare,41,98709.9,700,0.218,19077.22,0.04,0.38,89.33,Quick approval,0,Positive,Medium Risk,Conservative Saver,Digital/Operations
2025-09-07,CUST-2025861,"West Virginia, US",Healthcare,34,93908.32,753,0.056,33332.59,0.063,0.6,94.53,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-01-08,CUST-2025862,"Louisiana, US",Education,59,51512.87,519,0.301,66507.15,0.11,0.08,87.58,High fees,0,Negative,High Risk,Conservative Saver,Financial/Pricing
2025-02-14,CUST-2025863,"Nevada, US",Education,23,40855.48,700,0.265,129924.74,0.042,0.53,95.9,Quick approval,0,Positive,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-08-03,CUST-2025864,"West Virginia, US",Education,40,71605.44,726,0.311,99244.44,0.118,0.16,89.61,Excellent rates,0,Positive,Low Risk,Conservative Saver,Financial/Pricing
2025-10-23,CUST-2025865,"Wyoming, US",Real Estate,35,61794.82,630,0.087,43175.8,0.281,0.41,89.14,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-12-08,CUST-2025866,"Tennessee, US",Healthcare,39,65788.56,739,0.111,15639.9,0.131,0.54,84.17,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-05-17,CUST-2025867,"Connecticut, US",Technology,18,100304.61,755,0.167,74828.2,0.056,0.37,82.86,Standard banking,0,Neutral,Low Risk,Emerging Gen-Z,General Service
2025-02-01,CUST-2025868,"Vermont, US",Manufacturing,56,54592.83,639,0.037,191074.92,0.199,0.43,92.93,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-03-08,CUST-2025869,"Connecticut, US",Technology,44,117529.39,607,0.038,52733.84,0.375,0.41,90.58,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-10-12,CUST-2025870,"Connecticut, US",Retail,25,41755.18,698,0.097,28284.66,0.14,0.21,90.36,Standard banking,0,Neutral,Medium Risk,Emerging Gen-Z,General Service
2025-08-06,CUST-2025871,"Wisconsin, US",Healthcare,40,96385.87,636,0.177,19243.59,0.04,0.39,82.72,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-04-15,CUST-2025872,"Kansas, US",Healthcare,27,37798.45,738,0.253,17601.41,0.141,0.4,81.27,Standard banking,0,Neutral,Low Risk,Emerging Gen-Z,General Service
2025-09-26,CUST-2025873,"Mississippi, US",Services,50,56595.89,543,0.079,3345.62,0.334,0.38,81.56,Excellent rates,0,Positive,High Risk,Mass Market,Financial/Pricing
2025-10-07,CUST-2025874,"South Carolina, US",Manufacturing,21,64042.25,723,0.087,7312.14,0.184,0.53,85.83,High fees,0,Negative,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-05-05,CUST-2025875,"Louisiana, US",Technology,42,95713.27,757,0.056,50094.37,0.157,0.79,89.07,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-07-22,CUST-2025876,"Minnesota, US",Real Estate,34,103568.98,769,0.102,27126.21,0.337,0.76,88.76,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-08-22,CUST-2025877,"Montana, US",Healthcare,61,93240.72,712,0.122,3914.0,0.066,0.12,83.57,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-01-24,CUST-2025878,"New York, US",Education,43,149523.29,817,0.124,9635.6,0.139,0.5,86.06,Process was slow,0,Negative,Low Risk,Mass Market,Digital/Operations
2025-05-11,CUST-2025879,"North Dakota, US",Technology,47,80252.47,764,0.135,21793.74,0.158,0.6,90.25,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-11-23,CUST-2025880,"Idaho, US",Retail,32,48445.01,823,0.105,34902.3,0.108,0.86,89.8,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-07-04,CUST-2025881,"New York, US",Technology,42,40000.08,620,0.02,51599.92,0.064,0.82,82.67,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-08-18,CUST-2025882,"Montana, US",Healthcare,27,84570.31,728,0.228,27479.26,0.02,0.09,87.99,Excellent rates,0,Positive,Low Risk,Emerging Gen-Z,Financial/Pricing
2025-10-03,CUST-2025883,"Wisconsin, US",Real Estate,42,34866.64,600,0.01,28965.71,0.53,0.89,85.27,Process was slow,1,Negative,High Risk,Mass Market,Digital/Operations
2025-05-13,CUST-2025884,"Arizona, US",Services,39,30452.05,613,0.039,26175.06,0.065,0.8,94.0,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-11-26,CUST-2025885,"Iowa, US",Real Estate,50,101891.75,602,0.062,1611.87,0.059,0.74,86.35,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-05-22,CUST-2025886,"South Dakota, US",Manufacturing,55,103121.44,598,0.08,59567.95,0.134,0.37,85.25,Standard banking,0,Neutral,High Risk,Mass Market,General Service
2025-07-26,CUST-2025887,"California, US",Real Estate,56,124390.71,608,0.029,15383.09,0.136,0.13,89.1,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-03-21,CUST-2025888,"Oregon, US",Technology,37,65530.17,664,0.047,12527.5,0.022,0.44,82.38,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-05-19,CUST-2025889,"Washington, US",Real Estate,52,93891.74,681,0.072,87773.73,0.121,0.91,93.89,Standard banking,1,Neutral,Medium Risk,Mass Market,General Service
2025-06-16,CUST-2025890,"California, US",Education,27,26806.91,717,0.132,93824.17,0.059,0.08,96.41,High fees,0,Negative,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-07-05,CUST-2025891,"Pennsylvania, US",Real Estate,51,33885.05,633,0.01,72251.14,0.134,0.27,91.0,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-05-10,CUST-2025892,"Illinois, US",Retail,47,52153.52,661,0.058,7606.13,0.273,0.96,82.0,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-04-23,CUST-2025893,"Maine, US",Real Estate,31,39586.4,637,0.01,42988.25,0.036,0.52,93.61,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-01-19,CUST-2025894,"Montana, US",Retail,49,41198.73,642,0.101,52957.36,0.28,0.44,83.54,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-10-17,CUST-2025895,"Florida, US",Finance,31,116055.31,752,0.133,1351.81,0.044,0.65,95.22,Neutral: No feedback provided.,0,Neutral,Medium Risk,Mass Market,Financial/Pricing
2025-09-18,CUST-2025896,"South Dakota, US",Retail,41,85941.91,625,0.134,124595.49,0.26,0.77,84.4,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-08-15,CUST-2025897,"Wisconsin, US",Manufacturing,18,32969.82,766,0.231,11626.42,0.075,0.75,85.98,Standard banking,0,Neutral,Medium Risk,Emerging Gen-Z,General Service
2025-09-01,CUST-2025898,"Nevada, US",Retail,55,37650.35,663,0.01,181.5,0.141,0.73,91.13,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-09-01,CUST-2025899,"Oregon, US",Finance,50,201307.26,598,0.247,13050.48,0.137,0.67,86.91,Excellent rates,0,Positive,High Risk,Elite/HNW,Financial/Pricing
2025-11-23,CUST-2025900,"Utah, US",Services,29,75777.4,677,0.04,71174.67,0.22,0.38,81.36,Neutral: No feedback provided.,0,Neutral,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-08-24,CUST-2025901,"Mississippi, US",Services,47,60797.79,634,0.01,23031.38,0.181,0.83,87.98,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-01-17,CUST-2025902,"Mississippi, US",Education,45,62916.88,690,0.145,58046.77,0.086,0.29,86.61,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-02-27,CUST-2025903,"New York, US",Retail,46,29305.1,567,0.01,102567.86,0.144,0.87,84.03,Quick approval,0,Positive,High Risk,Mass Market,Digital/Operations
2025-02-01,CUST-2025904,"North Dakota, US",Real Estate,48,155004.8,725,0.097,2533.27,0.341,0.58,93.3,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-09-23,CUST-2025905,"Wisconsin, US",Healthcare,53,78380.92,751,0.215,75950.98,0.043,0.3,93.15,Quick approval,0,Positive,Low Risk,Conservative Saver,Digital/Operations
2025-01-15,CUST-2025906,"Kansas, US",Real Estate,59,41941.12,604,0.117,125565.78,0.226,0.37,90.67,Excellent rates,1,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-06-08,CUST-2025907,"New Jersey, US",Technology,34,32948.66,739,0.064,15415.28,0.195,0.32,94.27,Standard banking,0,Neutral,Low Risk,Mass Market,General Service
2025-05-11,CUST-2025908,"Oregon, US",Retail,38,63431.69,705,0.074,15055.0,0.496,0.81,89.69,Excellent rates,0,Positive,High Risk,Mass Market,Financial/Pricing
2025-02-16,CUST-2025909,"Texas, US",Real Estate,58,54106.52,673,0.126,16492.13,0.108,0.79,82.21,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-07-27,CUST-2025910,"Wyoming, US",Technology,52,119975.41,740,0.073,3386.74,0.266,0.3,93.17,Process was slow,0,Negative,Low Risk,Mass Market,Digital/Operations
2025-07-04,CUST-2025911,"Florida, US",Services,45,53343.54,460,0.101,3544.27,0.214,0.34,88.04,Process was slow,1,Negative,High Risk,Mass Market,Digital/Operations
2025-03-10,CUST-2025912,"Missouri, US",Healthcare,45,167033.25,812,0.132,6293.77,0.16,0.34,87.43,Standard banking,0,Neutral,Low Risk,Mass Market,General Service
2025-03-21,CUST-2025913,"Michigan, US",Healthcare,56,90690.02,677,0.207,57009.51,0.021,0.35,83.92,Standard banking,0,Neutral,Medium Risk,Conservative Saver,General Service
2025-03-10,CUST-2025914,"Missouri, US",Services,39,47723.29,738,0.045,8171.96,0.099,0.6,83.58,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-07-15,CUST-2025915,"Utah, US",Education,35,78305.57,645,0.165,1932.55,0.005,0.5,89.26,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-10-19,CUST-2025916,"Oklahoma, US",Finance,22,119008.06,577,0.086,47341.54,0.211,0.09,83.52,High fees,0,Negative,High Risk,Emerging Gen-Z,Financial/Pricing
2025-07-16,CUST-2025917,"Rhode Island, US",Education,45,32665.28,606,0.227,15372.67,0.169,0.36,90.58,Excellent rates,0,Positive,Medium Risk,Conservative Saver,Financial/Pricing
2025-02-24,CUST-2025918,"Hawaii, US",Finance,41,53846.51,654,0.104,10667.69,0.019,0.68,81.99,Standard banking,1,Neutral,Medium Risk,Mass Market,General Service
2025-04-16,CUST-2025919,"Alaska, US",Healthcare,47,187824.18,697,0.172,55246.43,0.102,0.4,81.73,Process was slow,0,Negative,Medium Risk,Elite/HNW,Digital/Operations
2025-07-27,CUST-2025920,"Wisconsin, US",Education,34,62932.67,850,0.173,38081.08,0.066,0.37,83.69,High fees,0,Negative,Low Risk,Mass Market,Financial/Pricing
2025-01-25,CUST-2025921,"Michigan, US",Education,26,55276.12,813,0.229,49263.88,0.065,0.41,94.95,Standard banking,0,Neutral,Low Risk,Emerging Gen-Z,General Service
2025-04-22,CUST-2025922,"Rhode Island, US",Manufacturing,39,57928.71,625,0.153,11555.04,0.136,0.37,89.69,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-03-17,CUST-2025923,"Tennessee, US",Healthcare,54,60091.86,693,0.159,15106.11,0.097,0.22,90.73,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-11-02,CUST-2025924,"Maryland, US",Services,21,60715.42,730,0.165,59320.95,0.039,0.81,83.66,Excellent rates,0,Positive,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-12-22,CUST-2025925,"North Dakota, US",Services,38,80814.89,694,0.173,75406.62,0.175,0.3,89.83,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-11-19,CUST-2025926,"Nevada, US",Real Estate,43,66739.73,725,0.048,17559.68,0.107,0.49,81.65,Excellent rates,0,Positive,Low Risk,Mass Market,Financial/Pricing
2025-02-19,CUST-2025927,"Nebraska, US",Retail,33,64550.24,649,0.073,225925.83,0.096,0.3,93.11,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-11-14,CUST-2025928,"Oregon, US",Services,54,48091.91,669,0.075,8018.85,0.3,0.79,91.46,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-01-13,CUST-2025929,"South Carolina, US",Manufacturing,57,113395.67,605,0.179,32268.91,0.168,0.72,80.62,Standard banking,0,Neutral,Medium Risk,Mass Market,General Service
2025-04-08,CUST-2025930,"Idaho, US",Healthcare,34,42150.74,638,0.117,6299.08,0.047,0.55,87.12,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-08-05,CUST-2025931,"Arkansas, US",Services,41,70501.55,659,0.1,95158.2,0.165,0.79,79.88,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-04-25,CUST-2025932,"Iowa, US",Manufacturing,37,62951.99,717,0.151,25775.47,0.03,0.58,87.37,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-11-01,CUST-2025933,"New Hampshire, US",Manufacturing,47,33921.36,695,0.091,24978.55,0.117,0.52,83.57,Process was slow,0,Negative,Medium Risk,Mass Market,Digital/Operations
2025-12-23,CUST-2025934,"Nebraska, US",Manufacturing,47,93404.16,664,0.128,17542.64,0.142,0.62,88.51,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-03-09,CUST-2025935,"South Carolina, US",Services,40,40600.68,707,0.184,38155.06,0.201,0.51,85.2,Neutral: No feedback provided.,0,Neutral,Medium Risk,Mass Market,Financial/Pricing
2025-07-22,CUST-2025936,"Connecticut, US",Healthcare,24,42394.35,699,0.149,148380.23,0.143,0.36,91.54,High fees,0,Negative,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-06-02,CUST-2025937,"Wisconsin, US",Education,38,32555.38,714,0.195,24343.81,0.162,0.12,94.93,Neutral: No feedback provided.,0,Neutral,Medium Risk,Mass Market,Financial/Pricing
2025-07-08,CUST-2025938,"Connecticut, US",Technology,29,140078.73,739,0.05,13277.08,0.267,0.85,86.03,Process was slow,0,Negative,Medium Risk,Emerging Gen-Z,Digital/Operations
2025-07-12,CUST-2025939,"Montana, US",Services,39,85103.18,671,0.094,38177.82,0.151,0.3,94.36,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-06-21,CUST-2025940,"Hawaii, US",Healthcare,43,57740.35,720,0.156,76613.8,0.197,0.17,88.92,Quick approval,0,Positive,Low Risk,Mass Market,Digital/Operations
2025-07-17,CUST-2025941,"Kansas, US",Education,30,97604.93,720,0.201,25246.75,0.102,0.39,88.5,Standard banking,0,Neutral,Low Risk,Conservative Saver,General Service
2025-07-25,CUST-2025942,"Kentucky, US",Technology,35,171199.45,722,0.049,51211.57,0.034,0.81,86.12,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-10-14,CUST-2025943,"Wisconsin, US",Manufacturing,33,67787.94,703,0.108,16448.08,0.125,0.11,82.0,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-06-02,CUST-2025944,"Alaska, US",Finance,46,59623.6,685,0.235,37533.78,0.033,0.21,88.63,Standard banking,0,Neutral,Medium Risk,Conservative Saver,General Service
2025-11-09,CUST-2025945,"Kansas, US",Healthcare,49,72288.06,595,0.159,24391.38,0.232,0.41,91.64,Standard banking,0,Neutral,High Risk,Mass Market,General Service
2025-12-22,CUST-2025946,"Massachusetts, US",Technology,41,63082.88,641,0.097,70598.78,0.223,0.38,80.01,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-02-19,CUST-2025947,"Maryland, US",Retail,60,33052.16,689,0.1,7243.99,0.044,0.29,87.66,High fees,0,Negative,Medium Risk,Mass Market,Financial/Pricing
2025-09-21,CUST-2025948,"Maryland, US",Technology,45,72585.91,566,0.032,99786.53,0.162,0.55,82.19,Quick approval,0,Positive,High Risk,Mass Market,Digital/Operations
2025-10-19,CUST-2025949,"Oklahoma, US",Healthcare,41,84643.2,734,0.155,70053.92,0.155,0.48,90.58,High fees,0,Negative,Low Risk,Mass Market,Financial/Pricing
2025-09-01,CUST-2025950,"Indiana, US",Real Estate,25,100979.87,689,0.15,26109.43,0.079,0.2,82.54,Excellent rates,0,Positive,Medium Risk,Emerging Gen-Z,Financial/Pricing
2025-11-09,CUST-2025951,"Arkansas, US",Education,62,41437.74,652,0.189,69547.91,0.079,0.26,92.52,Quick approval,0,Positive,Medium Risk,Mass Market,Digital/Operations
2025-02-26,CUST-2025952,"Colorado, US",Services,24,73458.26,689,0.03,8741.59,0.231,0.61,94.39,Standard banking,0,Neutral,Medium Risk,Emerging Gen-Z,General Service
2025-08-02,CUST-2025953,"New Mexico, US",Services,35,93297.73,714,0.058,83838.47,0.06,0.43,88.97,Excellent rates,0,Positive,Medium Risk,Mass Market,Financial/Pricing
2025-07-22,CUST-2025954,"Virginia, US",Finance,33,128714.66,705,0.22,26148.64,0.138,0.29,81.12,High fees,0,Negative,Medium Risk,Conservative Saver,Financial/Pricing
2025-01-27,CUST-2025955,"Arizona, US",Healthcare,45,35224.53,670,0.216,9905.59,0.141,0.28,89.15,High fees,0,Negative,Medium Risk,Conservative Saver,Financial/Pricing
2025-08-04,CUST-2025956,"Maine, US",Education,39,49305.68,800,0.178,8788.51,0.057,0.22,95.24,Process was slow,0,Negative,Low Risk,Mass Market,Digital/Operations
